,wind_950mb,wind_900mb,wind_850mb,wind_800mb,wind_750mb,wind_700mb,wind_650mb,wind_600mb,wind_550mb,wind_500mb,wind_450mb,wind_400mb,wind_350mb,wind_300mb,wind_250mb,wind_200mb,rh_950mb,rh_900mb,rh_850mb,rh_800mb,rh_750mb,rh_700mb,rh_650mb,rh_600mb,rh_550mb,rh_500mb,rh_450mb,rh_400mb,rh_350mb,rh_300mb,rh_250mb,rh_200mb,timepoint,cloudcover,highcloud,midcloud,lowcloud,temp2m,lifted_index,rh2m,msl_pressure,prec_amount,snow_depth,wind10m.direction,wind10m.speed,year,type,country,age,species_,fecha_limpia,fatal,sex,latitud,longitud,country2,fatal_N,fatal_Unknown,fatal_Y,fatal_N.1,fatal_Unknown.1,fatal_Y.1,species_.1,fecha_limpia.1,type.1,age_NORM
2903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1983.0,Sea Disaster,australia,21.0,Tiger shark,Jul,Y,F,-24.7761086,134.755,HS,0.0,0.0,1.0,0.0,0.0,1.0,2.0,6.0,6.0,5.528303710887473
2904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1983.0,Sea Disaster,australia,24.0,Tiger shark,Jul,Y,M,-24.7761086,134.755,HS,0.0,0.0,1.0,0.0,0.0,1.0,2.0,6.0,6.0,5.936887022671936
2905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1983.0,Sea Disaster,australia,28.0,Tiger shark,Jul,N,M,-24.7761086,134.755,HS,1.0,0.0,0.0,1.0,0.0,0.0,2.0,6.0,6.0,6.433604428309159
2906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1983.0,Unprovoked,south africa,27.0,Tiger shark,Jul,N,M,-28.8166236,24.991639,HS,1.0,0.0,0.0,1.0,0.0,0.0,2.0,6.0,7.0,6.313925056346614
2907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1983.0,Unprovoked,usa,39.0,Unespecific,Jul,N,F,39.7837304,-100.445882,HN,1.0,0.0,0.0,1.0,0.0,0.0,3.0,6.0,7.0,7.599216268263662
2909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1983.0,Unprovoked,usa,17.0,Unespecific,Jul,N,M,39.7837304,-100.445882,HN,1.0,0.0,0.0,1.0,0.0,0.0,3.0,6.0,7.0,4.9204987475712345
2910,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1983.0,Unprovoked,usa,42.0,Unespecific,Jun,N,M,39.7837304,-100.445882,HN,1.0,0.0,0.0,1.0,0.0,0.0,3.0,7.0,7.0,7.8794524631908
2912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1983.0,Unprovoked,usa,21.0,Unespecific,Jun,N,M,39.7837304,-100.445882,HN,1.0,0.0,0.0,1.0,0.0,0.0,3.0,7.0,7.0,5.528303710887473
2915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1983.0,Unprovoked,usa,21.0,Unespecific,May,N,M,39.7837304,-100.445882,HN,1.0,0.0,0.0,1.0,0.0,0.0,3.0,9.0,7.0,5.528303710887473
2916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1983.0,Unprovoked,usa,15.0,Unespecific,May,N,M,39.7837304,-100.445882,HN,1.0,0.0,0.0,1.0,0.0,0.0,3.0,9.0,7.0,4.581659276135893
2917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1983.0,Unprovoked,usa,22.0,Unespecific,May,N,M,39.7837304,-100.445882,HN,1.0,0.0,0.0,1.0,0.0,0.0,3.0,9.0,7.0,5.668426724383542
2918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1983.0,Unprovoked,usa,27.0,Unespecific,Apr,Unknown,M,39.7837304,-100.445882,HN,0.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,7.0,6.313925056346614
2919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1983.0,Unprovoked,south africa,27.0,Tiger shark,Apr,N,M,-28.8166236,24.991639,HS,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,7.0,6.313925056346614
2920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1983.0,Unprovoked,usa,16.0,Unespecific,Apr,N,M,39.7837304,-100.445882,HN,1.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,7.0,4.754472937004027
2921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1983.0,Invalid,south africa,27.0,Tiger shark,Apr,Unknown,M,-28.8166236,24.991639,HS,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,3.0,6.313925056346614
2922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1983.0,Unprovoked,south africa,17.0,Unespecific,Mar,N,M,-28.8166236,24.991639,HS,1.0,0.0,0.0,1.0,0.0,0.0,3.0,8.0,7.0,4.9204987475712345
2923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1983.0,Unprovoked,south africa,27.0,Tiger shark,Mar,N,M,-28.8166236,24.991639,HS,1.0,0.0,0.0,1.0,0.0,0.0,2.0,8.0,7.0,6.313925056346614
2924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1983.0,Unprovoked,usa,27.0,Unespecific,Mar,N,M,39.7837304,-100.445882,HN,1.0,0.0,0.0,1.0,0.0,0.0,3.0,8.0,7.0,6.313925056346614
2926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1983.0,Unprovoked,south africa,16.0,Unespecific,Feb,N,M,-28.8166236,24.991639,HS,1.0,0.0,0.0,1.0,0.0,0.0,3.0,4.0,7.0,4.754472937004027
2927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1983.0,Provoked,usa,43.0,Unespecific,Jan,N,M,39.7837304,-100.445882,HN,1.0,0.0,0.0,1.0,0.0,0.0,3.0,5.0,4.0,7.970004721350402
2928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1983.0,Invalid,south africa,27.0,Tiger shark,Jan,Unknown,M,-28.8166236,24.991639,HS,0.0,1.0,0.0,0.0,1.0,0.0,2.0,5.0,3.0,6.313925056346614
2929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1983.0,Unprovoked,south africa,22.0,Unespecific,Jan,N,M,-28.8166236,24.991639,HS,1.0,0.0,0.0,1.0,0.0,0.0,3.0,5.0,7.0,5.668426724383542
2930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1983.0,Unprovoked,south africa,32.0,White shark,Jan,N,M,-28.8166236,24.991639,HS,1.0,0.0,0.0,1.0,0.0,0.0,4.0,5.0,7.0,6.886696297701842
2933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1983.0,Provoked,usa,27.0,Lemon shark,Unknown,N,M,39.7837304,-100.445882,HN,1.0,0.0,0.0,1.0,0.0,0.0,1.0,14.0,4.0,6.313925056346614
2934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1982.0,Unprovoked,usa,27.0,Unespecific,Nov,N,M,39.7837304,-100.445882,HN,1.0,0.0,0.0,1.0,0.0,0.0,3.0,11.0,7.0,6.313925056346614
2935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1982.0,Unprovoked,usa,26.0,Unespecific,Oct,N,M,39.7837304,-100.445882,HN,1.0,0.0,0.0,1.0,0.0,0.0,3.0,12.0,7.0,6.191371446042166
2936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1982.0,Unprovoked,south africa,16.0,Unespecific,Sep,N,M,-28.8166236,24.991639,HS,1.0,0.0,0.0,1.0,0.0,0.0,3.0,13.0,7.0,4.754472937004027
2937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1982.0,Unprovoked,south africa,16.0,White shark,Sep,N,M,-28.8166236,24.991639,HS,1.0,0.0,0.0,1.0,0.0,0.0,4.0,13.0,7.0,4.754472937004027
2938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1982.0,Unprovoked,usa,20.0,Unespecific,Sep,N,M,39.7837304,-100.445882,HN,1.0,0.0,0.0,1.0,0.0,0.0,3.0,13.0,7.0,5.383838360482004
2939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1982.0,Unprovoked,usa,36.0,White shark,Sep,N,M,39.7837304,-100.445882,HN,1.0,0.0,0.0,1.0,0.0,0.0,4.0,13.0,7.0,7.304806540050455
2940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1982.0,Unprovoked,usa,28.0,White shark,Sep,N,M,39.7837304,-100.445882,HN,1.0,0.0,0.0,1.0,0.0,0.0,4.0,13.0,7.0,6.433604428309159
2941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1982.0,Invalid,usa,20.0,Tiger shark,Sep,Unknown,M,39.7837304,-100.445882,HN,0.0,1.0,0.0,0.0,1.0,0.0,2.0,13.0,3.0,5.383838360482004
2943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1982.0,Invalid,usa,17.0,Tiger shark,Aug,Unknown,M,39.7837304,-100.445882,HN,0.0,1.0,0.0,0.0,1.0,0.0,2.0,1.0,3.0,4.9204987475712345
2944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1982.0,Unprovoked,south africa,18.0,Unespecific,Aug,N,F,-28.8166236,24.991639,HS,1.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,7.0,5.08038032862004
2946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1982.0,Invalid,south africa,20.0,Lemon shark,Jul,Unknown,M,-28.8166236,24.991639,HS,0.0,1.0,0.0,0.0,1.0,0.0,1.0,6.0,3.0,5.383838360482004
2947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1982.0,Unprovoked,south africa,38.0,White shark,Jul,N,M,-28.8166236,24.991639,HS,1.0,0.0,0.0,1.0,0.0,0.0,4.0,6.0,7.0,7.502744447095262
2948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1982.0,Unprovoked,usa,26.0,White shark,Jul,N,M,39.7837304,-100.445882,HN,1.0,0.0,0.0,1.0,0.0,0.0,4.0,6.0,7.0,6.191371446042166
2949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1982.0,Unprovoked,usa,17.0,Tiger shark,Jul,N,M,39.7837304,-100.445882,HN,1.0,0.0,0.0,1.0,0.0,0.0,2.0,6.0,7.0,4.9204987475712345
2950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1982.0,Invalid,usa,43.0,Tiger shark,Jul,Unknown,M,39.7837304,-100.445882,HN,0.0,1.0,0.0,0.0,1.0,0.0,2.0,6.0,3.0,7.970004721350402
2951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1982.0,Unprovoked,usa,19.0,Unespecific,Jul,N,F,39.7837304,-100.445882,HN,1.0,0.0,0.0,1.0,0.0,0.0,3.0,6.0,7.0,5.234668409736022
2953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1982.0,Unprovoked,south africa,27.0,White shark,Jun,Y,M,-28.8166236,24.991639,HS,0.0,0.0,1.0,0.0,0.0,1.0,4.0,7.0,7.0,6.313925056346614
2954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1982.0,Unprovoked,usa,20.0,Unespecific,Jun,N,M,39.7837304,-100.445882,HN,1.0,0.0,0.0,1.0,0.0,0.0,3.0,7.0,7.0,5.383838360482004
2956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1982.0,Unprovoked,usa,8.0,Unespecific,Jun,N,F,39.7837304,-100.445882,HN,1.0,0.0,0.0,1.0,0.0,0.0,3.0,7.0,7.0,3.0924534898737304
2957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1982.0,Unprovoked,usa,27.0,Tiger shark,Jun,N,M,39.7837304,-100.445882,HN,1.0,0.0,0.0,1.0,0.0,0.0,2.0,7.0,7.0,6.313925056346614
2958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1982.0,Invalid,usa,33.0,Tiger shark,May,Unknown,F,39.7837304,-100.445882,HN,0.0,1.0,0.0,0.0,1.0,0.0,2.0,9.0,3.0,6.994228303440125
2959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1982.0,Unprovoked,usa,16.0,Unespecific,Mar,N,M,39.7837304,-100.445882,HN,1.0,0.0,0.0,1.0,0.0,0.0,3.0,8.0,7.0,4.754472937004027
2960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1982.0,Unprovoked,australia,20.0,Unespecific,Mar,Y,M,-24.7761086,134.755,HS,0.0,0.0,1.0,0.0,0.0,1.0,3.0,8.0,7.0,5.383838360482004
2962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1982.0,Unprovoked,australia,32.0,White shark,Feb,Y,M,-24.7761086,134.755,HS,0.0,0.0,1.0,0.0,0.0,1.0,4.0,4.0,7.0,6.886696297701842
2963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1982.0,Unprovoked,usa,18.0,Tiger shark,Feb,N,M,39.7837304,-100.445882,HN,1.0,0.0,0.0,1.0,0.0,0.0,2.0,4.0,7.0,5.08038032862004
2964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1982.0,Provoked,south africa,27.0,Unespecific,Feb,N,M,-28.8166236,24.991639,HS,1.0,0.0,0.0,1.0,0.0,0.0,3.0,4.0,4.0,6.313925056346614
2965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1982.0,Unprovoked,usa,27.0,Unespecific,Feb,N,F,39.7837304,-100.445882,HN,1.0,0.0,0.0,1.0,0.0,0.0,3.0,4.0,7.0,6.313925056346614
2966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1982.0,Unprovoked,usa,75.0,Unespecific,Feb,Y,F,39.7837304,-100.445882,HN,0.0,0.0,1.0,0.0,0.0,1.0,3.0,4.0,7.0,10.349818800907803
2967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1982.0,Unprovoked,usa,27.0,White shark,Feb,N,M,39.7837304,-100.445882,HN,1.0,0.0,0.0,1.0,0.0,0.0,4.0,4.0,7.0,6.313925056346614
2968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1982.0,Unprovoked,usa,29.0,Unespecific,Feb,Y,M,39.7837304,-100.445882,HN,0.0,0.0,1.0,0.0,0.0,1.0,3.0,4.0,7.0,6.550576128997467
2969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1982.0,Unprovoked,south africa,20.0,Tiger shark,Jan,N,M,-28.8166236,24.991639,HS,1.0,0.0,0.0,1.0,0.0,0.0,2.0,5.0,7.0,5.383838360482004
2973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1981.0,Unprovoked,usa,24.0,White shark,Dec,Y,M,39.7837304,-100.445882,HN,0.0,0.0,1.0,0.0,0.0,1.0,4.0,3.0,7.0,5.936887022671936
2974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1981.0,Unprovoked,australia,27.0,Unespecific,Dec,N,M,-24.7761086,134.755,HS,1.0,0.0,0.0,1.0,0.0,0.0,3.0,3.0,7.0,6.313925056346614
2975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1981.0,Unprovoked,usa,27.0,Tiger shark,Dec,N,M,39.7837304,-100.445882,HN,1.0,0.0,0.0,1.0,0.0,0.0,2.0,3.0,7.0,6.313925056346614
2977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1981.0,Provoked,south africa,27.0,White shark,Oct,N,M,-28.8166236,24.991639,HS,1.0,0.0,0.0,1.0,0.0,0.0,4.0,12.0,4.0,6.313925056346614
2978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1981.0,Unprovoked,usa,59.0,Tiger shark,Nov,N,M,39.7837304,-100.445882,HN,1.0,0.0,0.0,1.0,0.0,0.0,2.0,11.0,7.0,9.264728158053096
2979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1981.0,Unprovoked,usa,19.0,Tiger shark,Oct,N,M,39.7837304,-100.445882,HN,1.0,0.0,0.0,1.0,0.0,0.0,2.0,12.0,7.0,5.234668409736022
2980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1981.0,Unprovoked,usa,27.0,Unespecific,Oct,Unknown,M,39.7837304,-100.445882,HN,0.0,1.0,0.0,0.0,1.0,0.0,3.0,12.0,7.0,6.313925056346614
2981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1981.0,Unprovoked,usa,17.0,Unespecific,Oct,N,M,39.7837304,-100.445882,HN,1.0,0.0,0.0,1.0,0.0,0.0,3.0,12.0,7.0,4.9204987475712345
2982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1981.0,Unprovoked,usa,24.0,Unespecific,Oct,N,M,39.7837304,-100.445882,HN,1.0,0.0,0.0,1.0,0.0,0.0,3.0,12.0,7.0,5.936887022671936
2983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1981.0,Unprovoked,usa,28.0,Unespecific,Sep,N,M,39.7837304,-100.445882,HN,1.0,0.0,0.0,1.0,0.0,0.0,3.0,13.0,7.0,6.433604428309159
2984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1981.0,Unprovoked,usa,27.0,Unespecific,Sep,N,M,39.7837304,-100.445882,HN,1.0,0.0,0.0,1.0,0.0,0.0,3.0,13.0,7.0,6.313925056346614
2985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1981.0,Unprovoked,usa,26.0,Tiger shark,Sep,Y,M,39.7837304,-100.445882,HN,0.0,0.0,1.0,0.0,0.0,1.0,2.0,13.0,7.0,6.191371446042166
2986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1981.0,Unprovoked,usa,25.0,Unespecific,Sep,N,M,39.7837304,-100.445882,HN,1.0,0.0,0.0,1.0,0.0,0.0,3.0,13.0,7.0,6.06575989245481
2987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1981.0,Unprovoked,usa,24.0,Unespecific,Sep,N,M,39.7837304,-100.445882,HN,1.0,0.0,0.0,1.0,0.0,0.0,3.0,13.0,7.0,5.936887022671936
2988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1981.0,Unprovoked,usa,15.0,Unespecific,Aug,N,M,39.7837304,-100.445882,HN,1.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,7.0,4.581659276135893
2989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1981.0,Provoked,usa,19.0,Tiger shark,Aug,N,M,39.7837304,-100.445882,HN,1.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,4.0,5.234668409736022
2990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1981.0,Invalid,usa,27.0,Tiger shark,Aug,Unknown,M,39.7837304,-100.445882,HN,0.0,1.0,0.0,0.0,1.0,0.0,2.0,1.0,3.0,6.313925056346614
2991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1981.0,Unprovoked,usa,27.0,Lemon shark,Aug,N,M,39.7837304,-100.445882,HN,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,7.0,6.313925056346614
2992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1981.0,Unprovoked,usa,19.0,Unespecific,Aug,Y,F,39.7837304,-100.445882,HN,0.0,0.0,1.0,0.0,0.0,1.0,3.0,1.0,7.0,5.234668409736022
2994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1981.0,Unprovoked,usa,16.0,Unespecific,Jul,N,F,39.7837304,-100.445882,HN,1.0,0.0,0.0,1.0,0.0,0.0,3.0,6.0,7.0,4.754472937004027
2995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1981.0,Unprovoked,south africa,32.0,Lemon shark,Jul,N,M,-28.8166236,24.991639,HS,1.0,0.0,0.0,1.0,0.0,0.0,1.0,6.0,7.0,6.886696297701842
2996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1981.0,Unprovoked,usa,27.0,Unespecific,Jul,N,M,39.7837304,-100.445882,HN,1.0,0.0,0.0,1.0,0.0,0.0,3.0,6.0,7.0,6.313925056346614
2997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1981.0,Unprovoked,south africa,27.0,Grey shark,Jul,N,M,-28.8166236,24.991639,HS,1.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,7.0,6.313925056346614
2999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1981.0,Invalid,usa,27.0,Tiger shark,Jun,Unknown,M,39.7837304,-100.445882,HN,0.0,1.0,0.0,0.0,1.0,0.0,2.0,7.0,3.0,6.313925056346614
3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1981.0,Unprovoked,usa,27.0,Unespecific,May,Y,M,39.7837304,-100.445882,HN,0.0,0.0,1.0,0.0,0.0,1.0,3.0,9.0,7.0,6.313925056346614
3002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1981.0,Unprovoked,south africa,27.0,Tiger shark,May,N,M,-28.8166236,24.991639,HS,1.0,0.0,0.0,1.0,0.0,0.0,2.0,9.0,7.0,6.313925056346614
3003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1981.0,Unprovoked,usa,32.0,Unespecific,May,N,M,39.7837304,-100.445882,HN,1.0,0.0,0.0,1.0,0.0,0.0,3.0,9.0,7.0,6.886696297701842
3004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1981.0,Unprovoked,usa,27.0,Lemon shark,May,N,M,39.7837304,-100.445882,HN,1.0,0.0,0.0,1.0,0.0,0.0,1.0,9.0,7.0,6.313925056346614
3005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1981.0,Unprovoked,south africa,19.0,Tiger shark,May,N,M,-28.8166236,24.991639,HS,1.0,0.0,0.0,1.0,0.0,0.0,2.0,9.0,7.0,5.234668409736022
3008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1981.0,Unprovoked,south africa,24.0,Tiger shark,May,N,M,-28.8166236,24.991639,HS,1.0,0.0,0.0,1.0,0.0,0.0,2.0,9.0,7.0,5.936887022671936
3009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1981.0,Unprovoked,usa,19.0,Tiger shark,Mar,N,M,39.7837304,-100.445882,HN,1.0,0.0,0.0,1.0,0.0,0.0,2.0,8.0,7.0,5.234668409736022
3010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1981.0,Unprovoked,usa,24.0,Tiger shark,Mar,N,M,39.7837304,-100.445882,HN,1.0,0.0,0.0,1.0,0.0,0.0,2.0,8.0,7.0,5.936887022671936
3013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1981.0,Unprovoked,south africa,30.0,Tiger shark,Feb,N,M,-28.8166236,24.991639,HS,1.0,0.0,0.0,1.0,0.0,0.0,2.0,4.0,7.0,6.664991716935973
3014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1981.0,Unprovoked,australia,27.0,Unespecific,Feb,N,M,-24.7761086,134.755,HS,1.0,0.0,0.0,1.0,0.0,0.0,3.0,4.0,7.0,6.313925056346614
3015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1981.0,Unprovoked,australia,27.0,Unespecific,Feb,Unknown,M,-24.7761086,134.755,HS,0.0,1.0,0.0,0.0,1.0,0.0,3.0,4.0,7.0,6.313925056346614
3016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1981.0,Unprovoked,usa,15.0,Tiger shark,Feb,N,M,39.7837304,-100.445882,HN,1.0,0.0,0.0,1.0,0.0,0.0,2.0,4.0,7.0,4.581659276135893
3018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1981.0,Unprovoked,usa,25.0,Tiger shark,Jan,N,M,39.7837304,-100.445882,HN,1.0,0.0,0.0,1.0,0.0,0.0,2.0,5.0,7.0,6.06575989245481
3019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1981.0,Invalid,south africa,23.0,Tiger shark,Jan,Unknown,M,-28.8166236,24.991639,HS,0.0,1.0,0.0,0.0,1.0,0.0,2.0,5.0,3.0,5.804526769363659
3020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1981.0,Unprovoked,australia,27.0,Tiger shark,Unknown,N,M,-24.7761086,134.755,HS,1.0,0.0,0.0,1.0,0.0,0.0,2.0,14.0,7.0,6.313925056346614
3022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1980.0,Unprovoked,south africa,25.0,Unespecific,Unknown,N,M,-28.8166236,24.991639,HS,1.0,0.0,0.0,1.0,0.0,0.0,3.0,14.0,7.0,6.06575989245481
3023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1980.0,Invalid,south africa,27.0,Tiger shark,Dec,Unknown,M,-28.8166236,24.991639,HS,0.0,1.0,0.0,0.0,1.0,0.0,2.0,3.0,3.0,6.313925056346614
